title,csoshortname,description,catalogitemNumber,commercialUnitPrice,commercialUnitOfIssue,customerUnitPrice,customerUnitOfIssue,discountpremiumfee
Azure Event Hubs,Azure Event Hubs,,ITEM-00627,37.602,Month,28.201,Month,25%
Azure Analysis Services,Azure Analysis Services,,ITEM-00628,6.308,Month,4.731,Month,25%
Azure API Management,Azure API Management,,ITEM-00629,42.127,Month,31.595,Month,25%
Azure Purview,Azure Purview,,ITEM-00630,8.942,Month,6.707,Month,25%
Azure Functions,Azure Functions,,ITEM-00631,2.808,Month,2.106,Month,25%
Azure Arc,Azure Arc,,ITEM-00632,17.462,Month,13.096,Month,25%
Azure Functions,Azure Functions,,ITEM-00633,30.278,Month,22.709,Month,25%
Azure Stream Analytics,Azure Stream Analytics,,ITEM-00634,28.02,Month,21.015,Month,25%
Azure Synapse Analytics,Azure Synapse Analytics,,ITEM-00635,49.955,Month,37.466,Month,25%
Azure Advisor,Azure Advisor,,ITEM-00636,14.702,Month,11.027,Month,25%
Azure Kubernetes Service (AKS),Azure Kubernetes Service (AKS),,ITEM-00637,12.904,Month,9.678,Month,25%
Azure Event Hubs,Azure Event Hubs,,ITEM-00638,14.617,Month,10.963,Month,25%
Azure Traffic Manager,Azure Traffic Manager,,ITEM-00639,45.237,Month,33.928,Month,25%
Azure Virtual Network,Azure Virtual Network,,ITEM-00640,38.057,Month,28.543,Month,25%
Azure Synapse Analytics,Azure Synapse Analytics,,ITEM-00641,42.133,Month,31.6,Month,25%
Azure SignalR Service,Azure SignalR Service,,ITEM-00642,19.996,Month,14.997,Month,25%
Azure ExpressRoute,Azure ExpressRoute,,ITEM-00643,47.216,Month,35.412,Month,25%
Azure Kubernetes Service (AKS),Azure Kubernetes Service (AKS),,ITEM-00644,9.336,Month,7.002,Month,25%
Azure Service Bus,Azure Service Bus,,ITEM-00645,45.768,Month,34.326,Month,25%
Azure Stream Analytics,Azure Stream Analytics,,ITEM-00646,29.337,Month,22.003,Month,25%
Azure Service Bus,Azure Service Bus,,ITEM-00647,20.303,Month,15.227,Month,25%
Azure Container Instances,Azure Container Instances,,ITEM-00648,34.153,Month,25.615,Month,25%
Azure Analysis Services,Azure Analysis Services,,ITEM-00649,38.219,Month,28.664,Month,25%
Azure Arc,Azure Arc,,ITEM-00650,42.295,Month,31.721,Month,25%
Azure Private Link,Azure Private Link,,ITEM-00651,36.297,Month,27.223,Month,25%
Azure Front Door,Azure Front Door,,ITEM-00652,40.781,Month,30.586,Month,25%
Azure Stream Analytics,Azure Stream Analytics,,ITEM-00653,0.89,Month,0.667,Month,25%
Azure SQL Database,Azure SQL Database,,ITEM-00654,47.753,Month,35.815,Month,25%
Azure Active Directory,Azure Active Directory,,ITEM-00655,12.492,Month,9.369,Month,25%
Azure Backup,Azure Backup,,ITEM-00656,10.58,Month,7.935,Month,25%
Azure Bastion,Azure Bastion,,ITEM-00657,19.375,Month,14.531,Month,25%
Azure Logic Apps,Azure Logic Apps,,ITEM-00658,24.089,Month,18.067,Month,25%
Azure API Management,Azure API Management,,ITEM-00659,12.972,Month,9.729,Month,25%
Azure Front Door,Azure Front Door,,ITEM-00660,37.578,Month,28.184,Month,25%
Azure Spring Apps,Azure Spring Apps,,ITEM-00661,15.03,Month,11.272,Month,25%
Azure Blob Storage,Azure Blob Storage,,ITEM-00662,0.66,Month,0.495,Month,25%
Azure Monitor,Azure Monitor,,ITEM-00663,28.215,Month,21.161,Month,25%
Azure Cosmos DB,Azure Cosmos DB,,ITEM-00664,39.28,Month,29.46,Month,25%
Azure Blob Storage,Azure Blob Storage,,ITEM-00665,32.076,Month,24.057,Month,25%
Azure Site Recovery,Azure Site Recovery,,ITEM-00666,27.37,Month,20.527,Month,25%
Azure Arc,Azure Arc,,ITEM-00667,41.897,Month,31.423,Month,25%
Azure Monitor,Azure Monitor,,ITEM-00668,43.43,Month,32.572,Month,25%
Azure Active Directory,Azure Active Directory,,ITEM-00669,25.219,Month,18.914,Month,25%
Azure Cache for Redis,Azure Cache for Redis,,ITEM-00670,44.136,Month,33.102,Month,25%
Azure Data Factory,Azure Data Factory,,ITEM-00671,7.124,Month,5.343,Month,25%
Azure Active Directory,Azure Active Directory,,ITEM-00672,4.805,Month,3.604,Month,25%
Azure Virtual Network,Azure Virtual Network,,ITEM-00673,34.179,Month,25.634,Month,25%
Azure App Service,Azure App Service,,ITEM-00674,31.958,Month,23.968,Month,25%
Azure Service Bus,Azure Service Bus,,ITEM-00675,46.854,Month,35.141,Month,25%
Azure Active Directory,Azure Active Directory,,ITEM-00676,45.853,Month,34.39,Month,25%
Azure Logic Apps,Azure Logic Apps,,ITEM-00677,5.715,Month,4.286,Month,25%
Azure Virtual Network,Azure Virtual Network,,ITEM-00678,44.59,Month,33.443,Month,25%
Azure HDInsight,Azure HDInsight,,ITEM-00679,35.646,Month,26.735,Month,25%
Azure Monitor,Azure Monitor,,ITEM-00680,17.433,Month,13.075,Month,25%
Azure Kubernetes Service (AKS),Azure Kubernetes Service (AKS),,ITEM-00681,0.568,Month,0.426,Month,25%
Azure Batch,Azure Batch,,ITEM-00682,28.149,Month,21.112,Month,25%
Azure Functions,Azure Functions,,ITEM-00683,30.314,Month,22.736,Month,25%
Azure Batch,Azure Batch,,ITEM-00684,16.712,Month,12.534,Month,25%
Azure Databricks,Azure Databricks,,ITEM-00685,37.838,Month,28.379,Month,25%
Azure Blob Storage,Azure Blob Storage,,ITEM-00686,3.629,Month,2.722,Month,25%
Azure Private Link,Azure Private Link,,ITEM-00687,42.264,Month,31.698,Month,25%
Azure ExpressRoute,Azure ExpressRoute,,ITEM-00688,26.338,Month,19.754,Month,25%
Azure Private Link,Azure Private Link,,ITEM-00689,16.777,Month,12.583,Month,25%
Azure Arc,Azure Arc,,ITEM-00690,33.113,Month,24.835,Month,25%
Azure Load Balancer,Azure Load Balancer,,ITEM-00691,47.061,Month,35.296,Month,25%
Azure Kubernetes Service (AKS),Azure Kubernetes Service (AKS),,ITEM-00692,18.579,Month,13.934,Month,25%
Azure Container Instances,Azure Container Instances,,ITEM-00693,9.311,Month,6.983,Month,25%
Azure Service Bus,Azure Service Bus,,ITEM-00694,5.187,Month,3.89,Month,25%
Azure Private Link,Azure Private Link,,ITEM-00695,20.51,Month,15.383,Month,25%
Azure Spring Apps,Azure Spring Apps,,ITEM-00696,32.923,Month,24.692,Month,25%
Azure Kubernetes Service (AKS),Azure Kubernetes Service (AKS),,ITEM-00697,7.636,Month,5.727,Month,25%
Azure Backup,Azure Backup,,ITEM-00698,39.23,Month,29.422,Month,25%
Azure Databricks,Azure Databricks,,ITEM-00699,47.573,Month,35.68,Month,25%
Azure Bastion,Azure Bastion,,ITEM-00700,46.78,Month,35.085,Month,25%
Azure Kubernetes Service (AKS),Azure Kubernetes Service (AKS),,ITEM-00701,44.822,Month,33.617,Month,25%
Azure Machine Learning,Azure Machine Learning,,ITEM-00702,34.87,Month,26.152,Month,25%
Azure Logic Apps,Azure Logic Apps,,ITEM-00703,15.718,Month,11.788,Month,25%
Azure Cosmos DB,Azure Cosmos DB,,ITEM-00704,13.555,Month,10.166,Month,25%
Azure Container Instances,Azure Container Instances,,ITEM-00705,6.123,Month,4.592,Month,25%
Azure Functions,Azure Functions,,ITEM-00706,39.568,Month,29.676,Month,25%
Azure Key Vault,Azure Key Vault,,ITEM-00707,9.816,Month,7.362,Month,25%
Azure Monitor,Azure Monitor,,ITEM-00708,23.794,Month,17.846,Month,25%
Azure Firewall,Azure Firewall,,ITEM-00709,29.976,Month,22.482,Month,25%
Azure Batch,Azure Batch,,ITEM-00710,15.36,Month,11.52,Month,25%
Azure Active Directory,Azure Active Directory,,ITEM-00711,39.027,Month,29.27,Month,25%
Azure Logic Apps,Azure Logic Apps,,ITEM-00712,9.911,Month,7.433,Month,25%
Azure Site Recovery,Azure Site Recovery,,ITEM-00713,35.928,Month,26.946,Month,25%
Azure Key Vault,Azure Key Vault,,ITEM-00714,28.954,Month,21.715,Month,25%
Azure Load Balancer,Azure Load Balancer,,ITEM-00715,27.356,Month,20.517,Month,25%
Azure Virtual Network,Azure Virtual Network,,ITEM-00716,17.179,Month,12.884,Month,25%
Azure App Service,Azure App Service,,ITEM-00717,39.297,Month,29.473,Month,25%
Azure Stream Analytics,Azure Stream Analytics,,ITEM-00718,47.904,Month,35.928,Month,25%
Azure Front Door,Azure Front Door,,ITEM-00719,2.52,Month,1.89,Month,25%
Azure Front Door,Azure Front Door,,ITEM-00720,2.217,Month,1.663,Month,25%
Azure Arc,Azure Arc,,ITEM-00721,24.571,Month,18.428,Month,25%
Azure Service Bus,Azure Service Bus,,ITEM-00722,25.667,Month,19.25,Month,25%
Azure Kubernetes Service (AKS),Azure Kubernetes Service (AKS),,ITEM-00723,27.915,Month,20.936,Month,25%
Azure Monitor,Azure Monitor,,ITEM-00724,31.118,Month,23.338,Month,25%
Azure Front Door,Azure Front Door,,ITEM-00725,41.201,Month,30.901,Month,25%
Azure Synapse Analytics,Azure Synapse Analytics,,ITEM-00726,48.021,Month,36.016,Month,25%
Azure API Management,Azure API Management,,ITEM-00727,38.734,Month,29.05,Month,25%
Azure Blob Storage,Azure Blob Storage,,ITEM-00728,38.091,Month,28.568,Month,25%
Azure Event Hubs,Azure Event Hubs,,ITEM-00729,22.943,Month,17.207,Month,25%
Azure Blob Storage,Azure Blob Storage,,ITEM-00730,47.987,Month,35.99,Month,25%
Azure Cosmos DB,Azure Cosmos DB,,ITEM-00731,19.474,Month,14.605,Month,25%
Azure Container Instances,Azure Container Instances,,ITEM-00732,49.796,Month,37.347,Month,25%
Azure Stream Analytics,Azure Stream Analytics,,ITEM-00733,42.218,Month,31.664,Month,25%
Azure Kubernetes Service (AKS),Azure Kubernetes Service (AKS),,ITEM-00734,3.751,Month,2.813,Month,25%
Azure Site Recovery,Azure Site Recovery,,ITEM-00735,43.408,Month,32.556,Month,25%
Azure Front Door,Azure Front Door,,ITEM-00736,9.811,Month,7.358,Month,25%
Azure SQL Database,Azure SQL Database,,ITEM-00737,27.738,Month,20.803,Month,25%
Azure Synapse Analytics,Azure Synapse Analytics,,ITEM-00738,43.152,Month,32.364,Month,25%
Azure SignalR Service,Azure SignalR Service,,ITEM-00739,23.323,Month,17.492,Month,25%
Azure ExpressRoute,Azure ExpressRoute,,ITEM-00740,15.974,Month,11.98,Month,25%
Azure Analysis Services,Azure Analysis Services,,ITEM-00741,2.362,Month,1.772,Month,25%
Azure Kubernetes Service (AKS),Azure Kubernetes Service (AKS),,ITEM-00742,40.64,Month,30.48,Month,25%
Azure Spring Apps,Azure Spring Apps,,ITEM-00743,5.261,Month,3.946,Month,25%
Azure Front Door,Azure Front Door,,ITEM-00744,3.759,Month,2.819,Month,25%
Azure SignalR Service,Azure SignalR Service,,ITEM-00745,38.867,Month,29.15,Month,25%
Azure Blob Storage,Azure Blob Storage,,ITEM-00746,45.23,Month,33.922,Month,25%
Azure Virtual Machines,Azure Virtual Machines,,ITEM-00747,3.919,Month,2.939,Month,25%
Azure HDInsight,Azure HDInsight,,ITEM-00748,11.096,Month,8.322,Month,25%
Azure Cosmos DB,Azure Cosmos DB,,ITEM-00749,4.744,Month,3.558,Month,25%
Azure Monitor,Azure Monitor,,ITEM-00750,31.051,Month,23.288,Month,25%
Azure Traffic Manager,Azure Traffic Manager,,ITEM-00751,30.115,Month,22.586,Month,25%
Azure DNS,Azure DNS,,ITEM-00752,26.656,Month,19.992,Month,25%
Azure Databricks,Azure Databricks,,ITEM-00753,29.349,Month,22.012,Month,25%
Azure Event Hubs,Azure Event Hubs,,ITEM-00754,10.878,Month,8.159,Month,25%
Azure Service Bus,Azure Service Bus,,ITEM-00755,35.509,Month,26.632,Month,25%
Azure HDInsight,Azure HDInsight,,ITEM-00756,37.075,Month,27.806,Month,25%
Azure Virtual Machines,Azure Virtual Machines,,ITEM-00757,32.343,Month,24.257,Month,25%
Azure Monitor,Azure Monitor,,ITEM-00758,39.48,Month,29.61,Month,25%
Azure Logic Apps,Azure Logic Apps,,ITEM-00759,24.478,Month,18.358,Month,25%
Azure API Management,Azure API Management,,ITEM-00760,10.301,Month,7.726,Month,25%
Azure Active Directory,Azure Active Directory,,ITEM-00761,2.482,Month,1.862,Month,25%
Azure App Service,Azure App Service,,ITEM-00762,30.919,Month,23.189,Month,25%
Azure Private Link,Azure Private Link,,ITEM-00763,45.16,Month,33.87,Month,25%
Azure Blob Storage,Azure Blob Storage,,ITEM-00764,19.081,Month,14.311,Month,25%
Azure Container Instances,Azure Container Instances,,ITEM-00765,21.978,Month,16.483,Month,25%
Azure Key Vault,Azure Key Vault,,ITEM-00766,30.005,Month,22.504,Month,25%
Azure Virtual Network,Azure Virtual Network,,ITEM-00767,40.575,Month,30.431,Month,25%
Azure Advisor,Azure Advisor,,ITEM-00768,41.36,Month,31.02,Month,25%
Azure Arc,Azure Arc,,ITEM-00769,22.775,Month,17.081,Month,25%
Azure SQL Database,Azure SQL Database,,ITEM-00770,31.486,Month,23.614,Month,25%
Azure Site Recovery,Azure Site Recovery,,ITEM-00771,18.175,Month,13.631,Month,25%
Azure Stream Analytics,Azure Stream Analytics,,ITEM-00772,19.416,Month,14.562,Month,25%
Azure Site Recovery,Azure Site Recovery,,ITEM-00773,24.44,Month,18.33,Month,25%
Azure Virtual Machines,Azure Virtual Machines,,ITEM-00774,25.706,Month,19.279,Month,25%
Azure Backup,Azure Backup,,ITEM-00775,14.933,Month,11.2,Month,25%
Azure Key Vault,Azure Key Vault,,ITEM-00776,28.586,Month,21.439,Month,25%
Azure SQL Database,Azure SQL Database,,ITEM-00777,7.737,Month,5.803,Month,25%
Azure Private Link,Azure Private Link,,ITEM-00778,37.3,Month,27.975,Month,25%
Azure Logic Apps,Azure Logic Apps,,ITEM-00779,24.056,Month,18.042,Month,25%
Azure Spring Apps,Azure Spring Apps,,ITEM-00780,20.907,Month,15.68,Month,25%
Azure Container Instances,Azure Container Instances,,ITEM-00781,8.668,Month,6.501,Month,25%
Azure Traffic Manager,Azure Traffic Manager,,ITEM-00782,27.593,Month,20.695,Month,25%
Azure Synapse Analytics,Azure Synapse Analytics,,ITEM-00783,37.817,Month,28.363,Month,25%
Azure Blob Storage,Azure Blob Storage,,ITEM-00784,20.727,Month,15.545,Month,25%
Azure Key Vault,Azure Key Vault,,ITEM-00785,40.435,Month,30.326,Month,25%
Azure Machine Learning,Azure Machine Learning,,ITEM-00786,14.53,Month,10.897,Month,25%
Azure Advisor,Azure Advisor,,ITEM-00787,5.885,Month,4.414,Month,25%
Azure HDInsight,Azure HDInsight,,ITEM-00788,14.145,Month,10.609,Month,25%
Azure Site Recovery,Azure Site Recovery,,ITEM-00789,24.508,Month,18.381,Month,25%
Azure Event Hubs,Azure Event Hubs,,ITEM-00790,11.937,Month,8.953,Month,25%
Azure Key Vault,Azure Key Vault,,ITEM-00791,1.45,Month,1.087,Month,25%
Azure DNS,Azure DNS,,ITEM-00792,30.256,Month,22.692,Month,25%
Azure Databricks,Azure Databricks,,ITEM-00793,17.427,Month,13.07,Month,25%
Azure Front Door,Azure Front Door,,ITEM-00794,37.269,Month,27.952,Month,25%
Azure Virtual Machines,Azure Virtual Machines,,ITEM-00795,28.905,Month,21.679,Month,25%
Azure Blob Storage,Azure Blob Storage,,ITEM-00796,38.613,Month,28.96,Month,25%
Azure Kubernetes Service (AKS),Azure Kubernetes Service (AKS),,ITEM-00797,46.083,Month,34.562,Month,25%
Azure Logic Apps,Azure Logic Apps,,ITEM-00798,1.621,Month,1.216,Month,25%
Azure Purview,Azure Purview,,ITEM-00799,19.515,Month,14.636,Month,25%
Azure Backup,Azure Backup,,ITEM-00800,19.566,Month,14.674,Month,25%
Azure Blob Storage,Azure Blob Storage,,ITEM-00801,8.057,Month,6.043,Month,25%
Azure Backup,Azure Backup,,ITEM-00802,31.633,Month,23.725,Month,25%
Azure Advisor,Azure Advisor,,ITEM-00803,5.257,Month,3.943,Month,25%
Azure Data Factory,Azure Data Factory,,ITEM-00804,21.534,Month,16.151,Month,25%
Azure Event Hubs,Azure Event Hubs,,ITEM-00805,39.678,Month,29.758,Month,25%
Azure Firewall,Azure Firewall,,ITEM-00806,17.987,Month,13.49,Month,25%
Azure Front Door,Azure Front Door,,ITEM-00807,24.789,Month,18.592,Month,25%
Azure Cosmos DB,Azure Cosmos DB,,ITEM-00808,21.747,Month,16.31,Month,25%
Azure Traffic Manager,Azure Traffic Manager,,ITEM-00809,18.589,Month,13.942,Month,25%
Azure Cosmos DB,Azure Cosmos DB,,ITEM-00810,22.031,Month,16.523,Month,25%
Azure SignalR Service,Azure SignalR Service,,ITEM-00811,9.426,Month,7.069,Month,25%
Azure ExpressRoute,Azure ExpressRoute,,ITEM-00812,8.852,Month,6.639,Month,25%
Azure ExpressRoute,Azure ExpressRoute,,ITEM-00813,24.347,Month,18.26,Month,25%
Azure Cache for Redis,Azure Cache for Redis,,ITEM-00814,21.74,Month,16.305,Month,25%
Azure Machine Learning,Azure Machine Learning,,ITEM-00815,32.254,Month,24.191,Month,25%
Azure Active Directory,Azure Active Directory,,ITEM-00816,37.415,Month,28.061,Month,25%
Azure Analysis Services,Azure Analysis Services,,ITEM-00817,8.998,Month,6.748,Month,25%
Azure Container Instances,Azure Container Instances,,ITEM-00818,39.579,Month,29.684,Month,25%
Azure Virtual Network,Azure Virtual Network,,ITEM-00819,3.563,Month,2.672,Month,25%
Azure DNS,Azure DNS,,ITEM-00820,5.777,Month,4.333,Month,25%
Azure Key Vault,Azure Key Vault,,ITEM-00821,33.629,Month,25.222,Month,25%
Azure Spring Apps,Azure Spring Apps,,ITEM-00822,29.472,Month,22.104,Month,25%
Azure Functions,Azure Functions,,ITEM-00823,19.908,Month,14.931,Month,25%
Azure Firewall,Azure Firewall,,ITEM-00824,48.791,Month,36.593,Month,25%
Azure Front Door,Azure Front Door,,ITEM-00825,4.925,Month,3.694,Month,25%
Azure Traffic Manager,Azure Traffic Manager,,ITEM-00826,23.409,Month,17.557,Month,25%
Azure DNS,Azure DNS,,ITEM-00827,45.896,Month,34.422,Month,25%
Azure Spring Apps,Azure Spring Apps,,ITEM-00828,41.038,Month,30.778,Month,25%
Azure Machine Learning,Azure Machine Learning,,ITEM-00829,24.781,Month,18.586,Month,25%
Azure Bastion,Azure Bastion,,ITEM-00830,47.208,Month,35.406,Month,25%
Azure Virtual Network,Azure Virtual Network,,ITEM-00831,36.777,Month,27.583,Month,25%
Azure Private Link,Azure Private Link,,ITEM-00832,40.702,Month,30.526,Month,25%
Azure ExpressRoute,Azure ExpressRoute,,ITEM-00833,38.624,Month,28.968,Month,25%
Azure Spring Apps,Azure Spring Apps,,ITEM-00834,34.134,Month,25.601,Month,25%
Azure Stream Analytics,Azure Stream Analytics,,ITEM-00835,44.068,Month,33.051,Month,25%
Azure SignalR Service,Azure SignalR Service,,ITEM-00836,19.891,Month,14.918,Month,25%
Azure Machine Learning,Azure Machine Learning,,ITEM-00837,48.894,Month,36.67,Month,25%
Azure Advisor,Azure Advisor,,ITEM-00838,34.296,Month,25.722,Month,25%
Azure Virtual Machines,Azure Virtual Machines,,ITEM-00839,38.603,Month,28.952,Month,25%
Azure Event Hubs,Azure Event Hubs,,ITEM-00840,37.288,Month,27.966,Month,25%
Azure Batch,Azure Batch,,ITEM-00841,16.735,Month,12.551,Month,25%
Azure Site Recovery,Azure Site Recovery,,ITEM-00842,21.764,Month,16.323,Month,25%
Azure DNS,Azure DNS,,ITEM-00843,21.503,Month,16.127,Month,25%
Azure Front Door,Azure Front Door,,ITEM-00844,34.025,Month,25.519,Month,25%
Azure Advisor,Azure Advisor,,ITEM-00845,36.522,Month,27.392,Month,25%
Azure DNS,Azure DNS,,ITEM-00846,12.055,Month,9.041,Month,25%
Azure Arc,Azure Arc,,ITEM-00847,14.69,Month,11.018,Month,25%
Azure Blob Storage,Azure Blob Storage,,ITEM-00848,19.237,Month,14.428,Month,25%
Azure Advisor,Azure Advisor,,ITEM-00849,26.794,Month,20.096,Month,25%
Azure Site Recovery,Azure Site Recovery,,ITEM-00850,9.202,Month,6.902,Month,25%
Azure Firewall,Azure Firewall,,ITEM-00851,14.762,Month,11.072,Month,25%
Azure Machine Learning,Azure Machine Learning,,ITEM-00852,29.761,Month,22.321,Month,25%
Azure Arc,Azure Arc,,ITEM-00853,33.473,Month,25.105,Month,25%
Azure Private Link,Azure Private Link,,ITEM-00854,26.072,Month,19.554,Month,25%
Azure HDInsight,Azure HDInsight,,ITEM-00855,8.091,Month,6.068,Month,25%
Azure Batch,Azure Batch,,ITEM-00856,35.341,Month,26.506,Month,25%
Azure Container Instances,Azure Container Instances,,ITEM-00857,13.873,Month,10.405,Month,25%
Azure Service Bus,Azure Service Bus,,ITEM-00858,14.194,Month,10.646,Month,25%
Azure Active Directory,Azure Active Directory,,ITEM-00859,8.952,Month,6.714,Month,25%
Azure Private Link,Azure Private Link,,ITEM-00860,37.846,Month,28.384,Month,25%
Azure Data Factory,Azure Data Factory,,ITEM-00861,49.312,Month,36.984,Month,25%
Azure App Service,Azure App Service,,ITEM-00862,26.883,Month,20.162,Month,25%
Azure Kubernetes Service (AKS),Azure Kubernetes Service (AKS),,ITEM-00863,7.074,Month,5.306,Month,25%
Azure Traffic Manager,Azure Traffic Manager,,ITEM-00864,40.888,Month,30.666,Month,25%
Azure Purview,Azure Purview,,ITEM-00865,49.07,Month,36.803,Month,25%
Azure HDInsight,Azure HDInsight,,ITEM-00866,36.494,Month,27.37,Month,25%
Azure Analysis Services,Azure Analysis Services,,ITEM-00867,49.573,Month,37.18,Month,25%
Azure Analysis Services,Azure Analysis Services,,ITEM-00868,21.538,Month,16.154,Month,25%
Azure Functions,Azure Functions,,ITEM-00869,27.977,Month,20.983,Month,25%
Azure Functions,Azure Functions,,ITEM-00870,18.316,Month,13.737,Month,25%
Azure Data Factory,Azure Data Factory,,ITEM-00871,33.543,Month,25.157,Month,25%
Azure Cache for Redis,Azure Cache for Redis,,ITEM-00872,18.38,Month,13.785,Month,25%
Azure Batch,Azure Batch,,ITEM-00873,38.283,Month,28.712,Month,25%
Azure DNS,Azure DNS,,ITEM-00874,21.604,Month,16.203,Month,25%
Azure Monitor,Azure Monitor,,ITEM-00875,10.864,Month,8.148,Month,25%
Azure Private Link,Azure Private Link,,ITEM-00876,26.596,Month,19.947,Month,25%
Azure Stream Analytics,Azure Stream Analytics,,ITEM-00877,12.47,Month,9.353,Month,25%
Azure DNS,Azure DNS,,ITEM-00878,30.919,Month,23.189,Month,25%
Azure Machine Learning,Azure Machine Learning,,ITEM-00879,18.563,Month,13.922,Month,25%
Azure API Management,Azure API Management,,ITEM-00880,30.056,Month,22.542,Month,25%
Azure DNS,Azure DNS,,ITEM-00881,45.635,Month,34.226,Month,25%
Azure Traffic Manager,Azure Traffic Manager,,ITEM-00882,9.177,Month,6.883,Month,25%
Azure Logic Apps,Azure Logic Apps,,ITEM-00883,8.177,Month,6.133,Month,25%
Azure Stream Analytics,Azure Stream Analytics,,ITEM-00884,44.091,Month,33.068,Month,25%
Azure Logic Apps,Azure Logic Apps,,ITEM-00885,38.544,Month,28.908,Month,25%
Azure Container Instances,Azure Container Instances,,ITEM-00886,21.262,Month,15.947,Month,25%
Azure Load Balancer,Azure Load Balancer,,ITEM-00887,1.404,Month,1.053,Month,25%
Azure Load Balancer,Azure Load Balancer,,ITEM-00888,5.037,Month,3.778,Month,25%
Azure Load Balancer,Azure Load Balancer,,ITEM-00889,31.727,Month,23.795,Month,25%
Azure Purview,Azure Purview,,ITEM-00890,13.852,Month,10.389,Month,25%
Azure Key Vault,Azure Key Vault,,ITEM-00891,40.356,Month,30.267,Month,25%
Azure Data Factory,Azure Data Factory,,ITEM-00892,31.679,Month,23.759,Month,25%
Azure Batch,Azure Batch,,ITEM-00893,29.165,Month,21.874,Month,25%
Azure Key Vault,Azure Key Vault,,ITEM-00894,5.035,Month,3.776,Month,25%
Azure Private Link,Azure Private Link,,ITEM-00895,10.391,Month,7.793,Month,25%
Azure DNS,Azure DNS,,ITEM-00896,13.868,Month,10.401,Month,25%
Azure Machine Learning,Azure Machine Learning,,ITEM-00897,37.498,Month,28.123,Month,25%
Azure Bastion,Azure Bastion,,ITEM-00898,30.041,Month,22.531,Month,25%
Azure SQL Database,Azure SQL Database,,ITEM-00899,14.222,Month,10.666,Month,25%
Azure Stream Analytics,Azure Stream Analytics,,ITEM-00900,17.229,Month,12.922,Month,25%
Azure SQL Database,Azure SQL Database,,ITEM-00901,0.993,Month,0.745,Month,25%
Azure API Management,Azure API Management,,ITEM-00902,37.619,Month,28.214,Month,25%
Azure Analysis Services,Azure Analysis Services,,ITEM-00903,48.849,Month,36.637,Month,25%
Azure Cache for Redis,Azure Cache for Redis,,ITEM-00904,16.627,Month,12.47,Month,25%
Azure Front Door,Azure Front Door,,ITEM-00905,12.064,Month,9.048,Month,25%
Azure Logic Apps,Azure Logic Apps,,ITEM-00906,24.049,Month,18.037,Month,25%
Azure Purview,Azure Purview,,ITEM-00907,36.004,Month,27.003,Month,25%
Azure Synapse Analytics,Azure Synapse Analytics,,ITEM-00908,36.837,Month,27.628,Month,25%
Azure Data Factory,Azure Data Factory,,ITEM-00909,21.029,Month,15.772,Month,25%
Azure Backup,Azure Backup,,ITEM-00910,30.268,Month,22.701,Month,25%
Azure Backup,Azure Backup,,ITEM-00911,10.779,Month,8.084,Month,25%
Azure Active Directory,Azure Active Directory,,ITEM-00912,48.184,Month,36.138,Month,25%
Azure SQL Database,Azure SQL Database,,ITEM-00913,47.296,Month,35.472,Month,25%
Azure Load Balancer,Azure Load Balancer,,ITEM-00914,7.506,Month,5.63,Month,25%
Azure ExpressRoute,Azure ExpressRoute,,ITEM-00915,25.379,Month,19.034,Month,25%
Azure Cosmos DB,Azure Cosmos DB,,ITEM-00916,0.496,Month,0.372,Month,25%
Azure SignalR Service,Azure SignalR Service,,ITEM-00917,31.15,Month,23.362,Month,25%
Azure Site Recovery,Azure Site Recovery,,ITEM-00918,44.698,Month,33.523,Month,25%
Azure Synapse Analytics,Azure Synapse Analytics,,ITEM-00919,15.231,Month,11.423,Month,25%
Azure SignalR Service,Azure SignalR Service,,ITEM-00920,11.876,Month,8.907,Month,25%
Azure Backup,Azure Backup,,ITEM-00921,33.289,Month,24.967,Month,25%
Azure Arc,Azure Arc,,ITEM-00922,22.378,Month,16.784,Month,25%
Azure Analysis Services,Azure Analysis Services,,ITEM-00923,26.249,Month,19.687,Month,25%
Azure Virtual Machines,Azure Virtual Machines,,ITEM-00924,34.278,Month,25.709,Month,25%
Azure Container Instances,Azure Container Instances,,ITEM-00925,44.621,Month,33.466,Month,25%
Azure SQL Database,Azure SQL Database,,ITEM-00926,31.223,Month,23.417,Month,25%
Azure Front Door,Azure Front Door,,ITEM-00927,26.366,Month,19.774,Month,25%
Azure Backup,Azure Backup,,ITEM-00928,4.922,Month,3.691,Month,25%
Azure Key Vault,Azure Key Vault,,ITEM-00929,12.633,Month,9.475,Month,25%
Azure Cosmos DB,Azure Cosmos DB,,ITEM-00930,9.132,Month,6.849,Month,25%
Azure DNS,Azure DNS,,ITEM-00931,9.586,Month,7.19,Month,25%
Azure App Service,Azure App Service,,ITEM-00932,8.677,Month,6.508,Month,25%
Azure Site Recovery,Azure Site Recovery,,ITEM-00933,3.416,Month,2.562,Month,25%
Azure Bastion,Azure Bastion,,ITEM-00934,29.005,Month,21.754,Month,25%
Azure Site Recovery,Azure Site Recovery,,ITEM-00935,44.461,Month,33.346,Month,25%
Azure Data Factory,Azure Data Factory,,ITEM-00936,40.895,Month,30.671,Month,25%
Azure Logic Apps,Azure Logic Apps,,ITEM-00937,39.156,Month,29.367,Month,25%
Azure Synapse Analytics,Azure Synapse Analytics,,ITEM-00938,5.244,Month,3.933,Month,25%
