"title","csoShortName","description","catalogitemNumber","commercialUnitPrice","commercialunitofissue","customerunitprice","customerunitofissue","discountpremiumfee"
"AZURE Object Bucket (107)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00429","9.851","Month","7.388","Month","25%"
"GCP Object Bucket (107)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00430","2.159","Month","1.619","Month","25%"
"ORACLE Object Bucket (107)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00431","16.542","Month","12.407","Month","25%"
"AWS Analysis Service (108)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00432","12.639","Month","9.479","Month","25%"
"AZURE Analysis Service (108)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00433","14.826","Month","11.12","Month","25%"
"GCP Analysis Service (108)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00434","13.758","Month","10.318","Month","25%"
"ORACLE Analysis Service (108)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00435","13.282","Month","9.962","Month","25%"
"AWS VPC Network (109)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00436","19.516","Month","14.637","Month","25%"
"AZURE VPC Network (109)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00437","6.313","Month","4.735","Month","25%"
"GCP VPC Network (109)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00438","17.15","Month","12.862","Month","25%"
"ORACLE VPC Network (109)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00439","2.217","Month","1.663","Month","25%"
"AWS KMS Key (110)","KMS Key","Standard enterprise mapping for KMS Key","ITEM-00440","9.212","Month","6.909","Month","25%"
"AZURE KMS Key (110)","KMS Key","Standard enterprise mapping for KMS Key","ITEM-00441","19.398","Month","14.548","Month","25%"
"GCP KMS Key (110)","KMS Key","Standard enterprise mapping for KMS Key","ITEM-00442","4.355","Month","3.266","Month","25%"
"ORACLE KMS Key (110)","KMS Key","Standard enterprise mapping for KMS Key","ITEM-00443","14.438","Month","10.828","Month","25%"
"AWS Object Bucket (111)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00444","1.604","Month","1.203","Month","25%"
"AZURE Object Bucket (111)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00445","4.446","Month","3.334","Month","25%"
"GCP Object Bucket (111)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00446","7.986","Month","5.99","Month","25%"
"ORACLE Object Bucket (111)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00447","13.5","Month","10.125","Month","25%"
"AWS CDN Distribution (112)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00448","3.1","Month","2.325","Month","25%"
"AZURE CDN Distribution (112)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00449","12.152","Month","9.114","Month","25%"
"GCP CDN Distribution (112)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00450","18.981","Month","14.236","Month","25%"
"ORACLE CDN Distribution (112)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00451","8.807","Month","6.605","Month","25%"
"AWS VPC Network (113)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00452","13.133","Month","9.85","Month","25%"
"AZURE VPC Network (113)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00453","7.508","Month","5.631","Month","25%"
"GCP VPC Network (113)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00454","7.636","Month","5.727","Month","25%"
"ORACLE VPC Network (113)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00455","8.81","Month","6.608","Month","25%"
"AWS ML Endpoint (114)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00456","19.978","Month","14.984","Month","25%"
"AZURE ML Endpoint (114)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00457","14.367","Month","10.775","Month","25%"
"GCP ML Endpoint (114)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00458","10.452","Month","7.839","Month","25%"
"ORACLE ML Endpoint (114)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00459","3.869","Month","2.902","Month","25%"
"AWS IAM User (115)","IAM User","Standard enterprise mapping for IAM User","ITEM-00460","16.821","Month","12.616","Month","25%"
"AZURE IAM User (115)","IAM User","Standard enterprise mapping for IAM User","ITEM-00461","16.177","Month","12.133","Month","25%"
"GCP IAM User (115)","IAM User","Standard enterprise mapping for IAM User","ITEM-00462","11.892","Month","8.919","Month","25%"
"ORACLE IAM User (115)","IAM User","Standard enterprise mapping for IAM User","ITEM-00463","19.696","Month","14.772","Month","25%"
"AWS Load Balancer (116)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00464","6.943","Month","5.207","Month","25%"
"AZURE Load Balancer (116)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00465","9.894","Month","7.421","Month","25%"
"GCP Load Balancer (116)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00466","15.381","Month","11.536","Month","25%"
"ORACLE Load Balancer (116)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00467","0.997","Month","0.748","Month","25%"
"AWS Managed SQL (117)","Managed SQL","Standard enterprise mapping for Managed SQL","ITEM-00468","16.459","Month","12.344","Month","25%"
"AZURE Managed SQL (117)","Managed SQL","Standard enterprise mapping for Managed SQL","ITEM-00469","13.147","Month","9.86","Month","25%"
"GCP Managed SQL (117)","Managed SQL","Standard enterprise mapping for Managed SQL","ITEM-00470","17.726","Month","13.294","Month","25%"
"ORACLE Managed SQL (117)","Managed SQL","Standard enterprise mapping for Managed SQL","ITEM-00471","1.235","Month","0.926","Month","25%"
"AWS Transcription API (118)","Transcription API","Standard enterprise mapping for Transcription API","ITEM-00472","3.109","Month","2.332","Month","25%"
"AZURE Transcription API (118)","Transcription API","Standard enterprise mapping for Transcription API","ITEM-00473","14.654","Month","10.99","Month","25%"
"GCP Transcription API (118)","Transcription API","Standard enterprise mapping for Transcription API","ITEM-00474","10.627","Month","7.97","Month","25%"
"ORACLE Transcription API (118)","Transcription API","Standard enterprise mapping for Transcription API","ITEM-00475","3.37","Month","2.528","Month","25%"
"AWS VPC Network (119)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00476","18.326","Month","13.744","Month","25%"
"AZURE VPC Network (119)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00477","5.339","Month","4.004","Month","25%"
"GCP VPC Network (119)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00478","0.807","Month","0.605","Month","25%"
"ORACLE VPC Network (119)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00479","11.885","Month","8.914","Month","25%"
"AWS Analysis Service (120)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00480","19.136","Month","14.352","Month","25%"
"AZURE Analysis Service (120)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00481","3.325","Month","2.494","Month","25%"
"GCP Analysis Service (120)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00482","11.349","Month","8.512","Month","25%"
"ORACLE Analysis Service (120)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00483","15.726","Month","11.795","Month","25%"
"AWS Transcription API (121)","Transcription API","Standard enterprise mapping for Transcription API","ITEM-00484","10.43","Month","7.822","Month","25%"
"AZURE Transcription API (121)","Transcription API","Standard enterprise mapping for Transcription API","ITEM-00485","17.619","Month","13.214","Month","25%"
"GCP Transcription API (121)","Transcription API","Standard enterprise mapping for Transcription API","ITEM-00486","1.889","Month","1.417","Month","25%"
"ORACLE Transcription API (121)","Transcription API","Standard enterprise mapping for Transcription API","ITEM-00487","2.606","Month","1.954","Month","25%"
"AWS Object Bucket (122)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00488","7.923","Month","5.942","Month","25%"
"AZURE Object Bucket (122)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00489","2.324","Month","1.743","Month","25%"
"GCP Object Bucket (122)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00490","16.474","Month","12.356","Month","25%"
"ORACLE Object Bucket (122)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00491","5.136","Month","3.852","Month","25%"
"AWS VPC Network (123)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00492","18.253","Month","13.69","Month","25%"
"AZURE VPC Network (123)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00493","15.698","Month","11.774","Month","25%"
"GCP VPC Network (123)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00494","2.739","Month","2.054","Month","25%"
"ORACLE VPC Network (123)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00495","1.518","Month","1.138","Month","25%"
"AWS WAF Policy (124)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00496","6.118","Month","4.588","Month","25%"
"AZURE WAF Policy (124)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00497","18.643","Month","13.982","Month","25%"
"GCP WAF Policy (124)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00498","11.731","Month","8.798","Month","25%"
"ORACLE WAF Policy (124)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00499","3.792","Month","2.844","Month","25%"
"AWS Managed SQL (125)","Managed SQL","Standard enterprise mapping for Managed SQL","ITEM-00500","3.871","Month","2.903","Month","25%"
"AZURE Managed SQL (125)","Managed SQL","Standard enterprise mapping for Managed SQL","ITEM-00501","12.674","Month","9.506","Month","25%"
"GCP Managed SQL (125)","Managed SQL","Standard enterprise mapping for Managed SQL","ITEM-00502","6.729","Month","5.047","Month","25%"
"ORACLE Managed SQL (125)","Managed SQL","Standard enterprise mapping for Managed SQL","ITEM-00503","19.104","Month","14.328","Month","25%"
"AWS CDN Distribution (126)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00504","7.228","Month","5.421","Month","25%"
"AZURE CDN Distribution (126)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00505","3.931","Month","2.948","Month","25%"
"GCP CDN Distribution (126)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00506","15.54","Month","11.655","Month","25%"
"ORACLE CDN Distribution (126)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00507","0.607","Month","0.455","Month","25%"
"AWS VPC Network (127)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00508","2.548","Month","1.911","Month","25%"
"AZURE VPC Network (127)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00509","1.324","Month","0.993","Month","25%"
"GCP VPC Network (127)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00510","8.449","Month","6.337","Month","25%"
"ORACLE VPC Network (127)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00511","0.596","Month","0.447","Month","25%"
"AWS Transcription API (128)","Transcription API","Standard enterprise mapping for Transcription API","ITEM-00512","2.885","Month","2.164","Month","25%"
"AZURE Transcription API (128)","Transcription API","Standard enterprise mapping for Transcription API","ITEM-00513","7.058","Month","5.294","Month","25%"
"GCP Transcription API (128)","Transcription API","Standard enterprise mapping for Transcription API","ITEM-00514","0.708","Month","0.531","Month","25%"
"ORACLE Transcription API (128)","Transcription API","Standard enterprise mapping for Transcription API","ITEM-00515","16.891","Month","12.668","Month","25%"
"AWS Load Balancer (129)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00516","7.294","Month","5.47","Month","25%"
"AZURE Load Balancer (129)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00517","1.475","Month","1.106","Month","25%"
"GCP Load Balancer (129)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00518","0.637","Month","0.478","Month","25%"
"ORACLE Load Balancer (129)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00519","4.325","Month","3.244","Month","25%"
"AWS KMS Key (130)","KMS Key","Standard enterprise mapping for KMS Key","ITEM-00520","3.304","Month","2.478","Month","25%"
"AZURE KMS Key (130)","KMS Key","Standard enterprise mapping for KMS Key","ITEM-00521","3.21","Month","2.407","Month","25%"
"GCP KMS Key (130)","KMS Key","Standard enterprise mapping for KMS Key","ITEM-00522","0.583","Month","0.437","Month","25%"
"ORACLE KMS Key (130)","KMS Key","Standard enterprise mapping for KMS Key","ITEM-00523","12.412","Month","9.309","Month","25%"
"AWS Load Balancer (131)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00524","13.452","Month","10.089","Month","25%"
"AZURE Load Balancer (131)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00525","15.51","Month","11.632","Month","25%"
"GCP Load Balancer (131)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00526","18.524","Month","13.893","Month","25%"
"ORACLE Load Balancer (131)","Load Balancer","Standard enterprise mapping for Load Balancer","ITEM-00527","4.54","Month","3.405","Month","25%"
"AWS WAF Policy (132)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00528","17.704","Month","13.278","Month","25%"
"AZURE WAF Policy (132)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00529","5.302","Month","3.976","Month","25%"
"GCP WAF Policy (132)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00530","18.828","Month","14.121","Month","25%"
"ORACLE WAF Policy (132)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00531","16.328","Month","12.246","Month","25%"
"AWS Transcription API (133)","Transcription API","Standard enterprise mapping for Transcription API","ITEM-00532","3.967","Month","2.975","Month","25%"
"AZURE Transcription API (133)","Transcription API","Standard enterprise mapping for Transcription API","ITEM-00533","6.663","Month","4.997","Month","25%"
"GCP Transcription API (133)","Transcription API","Standard enterprise mapping for Transcription API","ITEM-00534","15.052","Month","11.289","Month","25%"
"ORACLE Transcription API (133)","Transcription API","Standard enterprise mapping for Transcription API","ITEM-00535","15.358","Month","11.518","Month","25%"
"AWS VPC Network (134)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00536","19.078","Month","14.308","Month","25%"
"AZURE VPC Network (134)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00537","17.325","Month","12.994","Month","25%"
"GCP VPC Network (134)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00538","11.376","Month","8.532","Month","25%"
"ORACLE VPC Network (134)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00539","13.867","Month","10.4","Month","25%"
"AWS VPC Network (135)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00540","15.88","Month","11.91","Month","25%"
"AZURE VPC Network (135)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00541","19.53","Month","14.648","Month","25%"
"GCP VPC Network (135)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00542","2.145","Month","1.609","Month","25%"
"ORACLE VPC Network (135)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00543","11.014","Month","8.26","Month","25%"
"AWS Analysis Service (136)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00544","5.415","Month","4.061","Month","25%"
"AZURE Analysis Service (136)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00545","5.031","Month","3.773","Month","25%"
"GCP Analysis Service (136)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00546","10.336","Month","7.752","Month","25%"
"ORACLE Analysis Service (136)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00547","1.023","Month","0.767","Month","25%"
"AWS Analysis Service (137)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00548","0.577","Month","0.433","Month","25%"
"AZURE Analysis Service (137)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00549","9.577","Month","7.183","Month","25%"
"GCP Analysis Service (137)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00550","18.944","Month","14.208","Month","25%"
"ORACLE Analysis Service (137)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00551","3.887","Month","2.915","Month","25%"
"AWS ML Endpoint (138)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00552","12.075","Month","9.056","Month","25%"
"AZURE ML Endpoint (138)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00553","11.587","Month","8.69","Month","25%"
"GCP ML Endpoint (138)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00554","11.035","Month","8.276","Month","25%"
"ORACLE ML Endpoint (138)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00555","3.697","Month","2.773","Month","25%"
"AWS Object Bucket (139)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00556","3.495","Month","2.621","Month","25%"
"AZURE Object Bucket (139)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00557","4.53","Month","3.398","Month","25%"
"GCP Object Bucket (139)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00558","19.606","Month","14.705","Month","25%"
"ORACLE Object Bucket (139)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00559","14.962","Month","11.221","Month","25%"
"AWS Analysis Service (140)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00560","11.233","Month","8.425","Month","25%"
"AZURE Analysis Service (140)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00561","4.515","Month","3.386","Month","25%"
"GCP Analysis Service (140)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00562","16.261","Month","12.196","Month","25%"
"ORACLE Analysis Service (140)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00563","14.818","Month","11.114","Month","25%"
"AWS CDN Distribution (141)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00564","8.149","Month","6.112","Month","25%"
"AZURE CDN Distribution (141)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00565","13.839","Month","10.379","Month","25%"
"GCP CDN Distribution (141)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00566","17.123","Month","12.842","Month","25%"
"ORACLE CDN Distribution (141)","CDN Distribution","Standard enterprise mapping for CDN Distribution","ITEM-00567","14.563","Month","10.922","Month","25%"
"AWS VPC Network (142)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00568","16.726","Month","12.544","Month","25%"
"AZURE VPC Network (142)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00569","7.259","Month","5.444","Month","25%"
"GCP VPC Network (142)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00570","8.484","Month","6.363","Month","25%"
"ORACLE VPC Network (142)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00571","13.557","Month","10.168","Month","25%"
"AWS WAF Policy (143)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00572","8.756","Month","6.567","Month","25%"
"AZURE WAF Policy (143)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00573","8.374","Month","6.28","Month","25%"
"GCP WAF Policy (143)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00574","4.271","Month","3.203","Month","25%"
"ORACLE WAF Policy (143)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00575","11.272","Month","8.454","Month","25%"
"AWS KMS Key (144)","KMS Key","Standard enterprise mapping for KMS Key","ITEM-00576","4.207","Month","3.155","Month","25%"
"AZURE KMS Key (144)","KMS Key","Standard enterprise mapping for KMS Key","ITEM-00577","17.064","Month","12.798","Month","25%"
"GCP KMS Key (144)","KMS Key","Standard enterprise mapping for KMS Key","ITEM-00578","2.761","Month","2.071","Month","25%"
"ORACLE KMS Key (144)","KMS Key","Standard enterprise mapping for KMS Key","ITEM-00579","6.275","Month","4.706","Month","25%"
"AWS ML Endpoint (145)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00580","18.01","Month","13.508","Month","25%"
"AZURE ML Endpoint (145)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00581","14.178","Month","10.634","Month","25%"
"GCP ML Endpoint (145)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00582","18.546","Month","13.91","Month","25%"
"ORACLE ML Endpoint (145)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00583","9.69","Month","7.268","Month","25%"
"AWS ML Endpoint (146)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00584","3.511","Month","2.633","Month","25%"
"AZURE ML Endpoint (146)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00585","1.089","Month","0.817","Month","25%"
"GCP ML Endpoint (146)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00586","19.041","Month","14.281","Month","25%"
"ORACLE ML Endpoint (146)","ML Endpoint","Standard enterprise mapping for ML Endpoint","ITEM-00587","13.696","Month","10.272","Month","25%"
"AWS Analysis Service (147)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00588","17.478","Month","13.109","Month","25%"
"AZURE Analysis Service (147)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00589","2.442","Month","1.832","Month","25%"
"GCP Analysis Service (147)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00590","6.515","Month","4.886","Month","25%"
"ORACLE Analysis Service (147)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00591","5.291","Month","3.968","Month","25%"
"AWS Analysis Service (148)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00592","1.111","Month","0.833","Month","25%"
"AZURE Analysis Service (148)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00593","12.97","Month","9.728","Month","25%"
"GCP Analysis Service (148)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00594","8.46","Month","6.345","Month","25%"
"ORACLE Analysis Service (148)","Analysis Service","Standard enterprise mapping for Analysis Service","ITEM-00595","6.727","Month","5.045","Month","25%"
"AWS Virtual Machine (149)","Virtual Machine","Standard enterprise mapping for Virtual Machine","ITEM-00596","7.244","Month","5.433","Month","25%"
"AZURE Virtual Machine (149)","Virtual Machine","Standard enterprise mapping for Virtual Machine","ITEM-00597","6.31","Month","4.732","Month","25%"
"GCP Virtual Machine (149)","Virtual Machine","Standard enterprise mapping for Virtual Machine","ITEM-00598","8.381","Month","6.286","Month","25%"
"ORACLE Virtual Machine (149)","Virtual Machine","Standard enterprise mapping for Virtual Machine","ITEM-00599","5.806","Month","4.354","Month","25%"
"AWS Object Bucket (150)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00600","17.068","Month","12.801","Month","25%"
"AZURE Object Bucket (150)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00601","8.769","Month","6.577","Month","25%"
"GCP Object Bucket (150)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00602","14.873","Month","11.155","Month","25%"
"ORACLE Object Bucket (150)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00603","1.41","Month","1.057","Month","25%"
"AWS Object Bucket (151)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00604","4.599","Month","3.449","Month","25%"
"AZURE Object Bucket (151)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00605","14.885","Month","11.164","Month","25%"
"GCP Object Bucket (151)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00606","12.002","Month","9.002","Month","25%"
"ORACLE Object Bucket (151)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00607","19.709","Month","14.782","Month","25%"
"AWS VPC Network (152)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00608","11.307","Month","8.48","Month","25%"
"AZURE VPC Network (152)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00609","9.065","Month","6.799","Month","25%"
"GCP VPC Network (152)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00610","18.731","Month","14.048","Month","25%"
"ORACLE VPC Network (152)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00611","12.128","Month","9.096","Month","25%"
"AWS Object Bucket (153)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00612","10.142","Month","7.606","Month","25%"
"AZURE Object Bucket (153)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00613","11.529","Month","8.647","Month","25%"
"GCP Object Bucket (153)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00614","16.724","Month","12.543","Month","25%"
"ORACLE Object Bucket (153)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00615","11.044","Month","8.283","Month","25%"
"AWS Object Bucket (154)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00616","15.338","Month","11.503","Month","25%"
"AZURE Object Bucket (154)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00617","11.058","Month","8.294","Month","25%"
"GCP Object Bucket (154)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00618","1.065","Month","0.799","Month","25%"
"ORACLE Object Bucket (154)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00619","15.407","Month","11.555","Month","25%"
"AWS WAF Policy (155)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00620","13.818","Month","10.364","Month","25%"
"AZURE WAF Policy (155)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00621","8.684","Month","6.513","Month","25%"
"GCP WAF Policy (155)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00622","12.402","Month","9.301","Month","25%"
"ORACLE WAF Policy (155)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00623","16.094","Month","12.07","Month","25%"
"AWS WAF Policy (156)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00624","14.623","Month","10.967","Month","25%"
"AZURE WAF Policy (156)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00625","17.81","Month","13.357","Month","25%"
"GCP WAF Policy (156)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00626","6.242","Month","4.682","Month","25%"
"ORACLE WAF Policy (156)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00627","1.471","Month","1.103","Month","25%"
"AWS Virtual Machine (157)","Virtual Machine","Standard enterprise mapping for Virtual Machine","ITEM-00628","1.446","Month","1.084","Month","25%"
"AZURE Virtual Machine (157)","Virtual Machine","Standard enterprise mapping for Virtual Machine","ITEM-00629","15.674","Month","11.756","Month","25%"
"GCP Virtual Machine (157)","Virtual Machine","Standard enterprise mapping for Virtual Machine","ITEM-00630","10.876","Month","8.157","Month","25%"
"ORACLE Virtual Machine (157)","Virtual Machine","Standard enterprise mapping for Virtual Machine","ITEM-00631","19.963","Month","14.972","Month","25%"
"AWS Object Bucket (158)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00632","12.709","Month","9.532","Month","25%"
"AZURE Object Bucket (158)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00633","0.752","Month","0.564","Month","25%"
"GCP Object Bucket (158)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00634","13.078","Month","9.808","Month","25%"
"ORACLE Object Bucket (158)","Object Bucket","Standard enterprise mapping for Object Bucket","ITEM-00635","12.609","Month","9.457","Month","25%"
"AWS WAF Policy (159)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00636","4.206","Month","3.155","Month","25%"
"AZURE WAF Policy (159)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00637","3.652","Month","2.739","Month","25%"
"GCP WAF Policy (159)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00638","1.4","Month","1.05","Month","25%"
"ORACLE WAF Policy (159)","WAF Policy","Standard enterprise mapping for WAF Policy","ITEM-00639","8.732","Month","6.549","Month","25%"
"AWS VPC Network (160)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00640","19.905","Month","14.929","Month","25%"
"AZURE VPC Network (160)","VPC Network","Standard enterprise mapping for VPC Network","ITEM-00641","16.723","Month","12.542","Month","25%"
